序号,公司名称,链接,板块,状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期
411,美智光电科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001591,创业板,终止(撤回),江西,电气机械和器材制造业,中信证券,北京市嘉源律师事务所,容诚会计师事务所（特殊普通合伙）,2022/7/27,2021/6/29
412,北京生泰尔科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001553,创业板,终止(撤回),北京,医药制造业,"
               中信建投 
                               
          ",北京市中伦律师事务所,立信会计师事务所（特殊普通合伙）,2022/7/25,2021/6/29
413,河南科隆新能源股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001442,创业板,终止(撤回),河南,计算机、通信和其他电子设备制造业,"
               中天国富 
                               
          ",北京市康达律师事务所,天健会计师事务所（特殊普通合伙）,2022/7/21,2021/6/15
414,武汉宏韧生物医药股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001901,创业板,终止(撤回),湖北,研究和试验发展,"
               申万宏源承销保荐 
                               
          ",上海市锦天城律师事务所,中天运会计师事务所（特殊普通合伙）,2022/7/21,2021/12/24
415,土巴兔集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001575,创业板,终止(撤回),广东,互联网和相关服务,"
               中金公司 
                               
          ",北京市金杜律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2022/7/18,2021/6/30
416,万香科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001214,创业板,终止(审核不通过),江苏,化学原料和化学制品制造业,"
               民生证券 
                               
          ",北京市中伦律师事务所,天职国际会计师事务所（特殊普通合伙）,2022/7/14,2020/12/25
417,陕西嘉禾生物科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001594,创业板,终止(撤回),陕西,医药制造业,"
               中信证券 
                               
          ",北京德恒律师事务所,天健会计师事务所（特殊普通合伙）,2022/7/14,2021/6/30
418,苏州莱恩精工合金股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001561,创业板,终止(撤回),江苏,金属制品业,"
               长江承销 
                               
          ",北京市天元律师事务所,容诚会计师事务所（特殊普通合伙）,2022/7/8,2021/6/29
419,南京中卫信软件科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001637,创业板,终止(撤回),江苏,软件和信息技术服务业,"
               海通证券 
                               
          ",江苏泰和律师事务所,中汇会计师事务所（特殊普通合伙）,2022/7/5,2021/6/30
420,奥美森智能装备股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001943,创业板,终止(撤回),广东,专用设备制造业,"
               信达证券 
                               
          ",北京市中伦律师事务所,天职国际会计师事务所（特殊普通合伙）,2022/7/5,2021/12/28
421,深圳垒石热管理技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001540,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,海通证券,上海市锦天城律师事务所,大华会计师事务所（特殊普通合伙）,2022/7/4,2021/6/25
422,美庐生物科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001752,创业板,终止(撤回),江西,食品制造业,"
               东方承销保荐 
                               
          ",广东信达律师事务所,大华会计师事务所（特殊普通合伙）,2022/7/4,2021/9/28
423,麦斯克电子材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001423,创业板,终止(撤回),河南,计算机、通信和其他电子设备制造业,"
               国泰君安 
                               
          ",上海市锦天城律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2022/7/1,2021/5/26
424,苏州星诺奇科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001497,创业板,终止(撤回),江苏,橡胶和塑料制品业,"
               中信证券 
                               
          ",国浩律师（南京）事务所,容诚会计师事务所（特殊普通合伙）,2022/7/1,2021/6/29
425,酒仙网络科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001368,创业板,终止(撤回),北京,零售业,"
               华泰联合 
                               
          ",北京市金杜律师事务所,立信会计师事务所（特殊普通合伙）,2022/6/30,2021/4/8
426,北京磨铁文化集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001614,创业板,终止(撤回),北京,新闻和出版业,"
               华兴证券 
                               
          ",北京市金杜律师事务所,中汇会计师事务所（特殊普通合伙）,2022/6/30,2021/6/30
427,深圳市瑞能实业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001495,创业板,终止(撤回),广东,专用设备制造业,"
               华创证券 
                               
          ",北京德恒律师事务所,大华会计师事务所（特殊普通合伙）,2022/6/29,2021/6/16
428,广州智特奇生物科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001206,创业板,终止(撤回),广东,食品制造业,"
               东兴证券 
                               
          ",广东信达律师事务所,中天运会计师事务所（特殊普通合伙）,2022/6/29,2020/12/25
429,宝宝巴士股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001529,创业板,终止(撤回),福建,互联网和相关服务,"
               中信建投 
                               
          ",北京市中伦律师事务所,安永华明会计师事务所（特殊普通合伙）,2022/6/29,2021/6/29
430,长沙博大科工股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001567,创业板,终止(撤回),湖南,汽车制造业,"
               国泰君安 
                               
          ",湖南启元律师事务所,容诚会计师事务所（特殊普通合伙）,2022/6/29,2021/6/29
431,青岛朗夫科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001347,创业板,终止(撤回),山东,橡胶和塑料制品业,海通证券,北京市金杜律师事务所,中汇会计师事务所（特殊普通合伙）,2022/6/29,2021/3/19
432,湖南联智科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001527,创业板,终止(撤回),湖南,专业技术服务业,"
               西部证券 
                               
          ",湖南启元律师事务所,中审华会计师事务所（特殊普通合伙）,2022/6/29,2021/6/29
433,珠海广浩捷科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001422,创业板,终止(撤回),广东,专用设备制造业,"
               中金公司 
                               
          ",国浩律师（深圳）事务所,大华会计师事务所（特殊普通合伙）,2022/6/28,2021/5/20
434,烟台正海科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001820,创业板,终止(撤回),山东,计算机、通信和其他电子设备制造业,"
               中泰证券 
                               
          ",北京海润天睿律师事务所,大华会计师事务所（特殊普通合伙）,2022/6/27,2021/12/22
435,陕西昱琛航空设备股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001562,创业板,终止(撤回),陕西,铁路、船舶、航空航天和其他运输设备制造业,"
               西部证券 
                               
          ",北京德和衡律师事务所,中汇会计师事务所（特殊普通合伙）,2022/6/26,2021/6/28
436,江苏金源高端装备股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001747,创业板,终止(撤回),江苏,金属制品业,"
               德邦证券 
                               
          ",江苏世纪同仁律师事务所,天衡会计师事务所（特殊普通合伙）,2022/6/25,2021/9/27
437,浙江野风药业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001434,创业板,终止(撤回),浙江,医药制造业,"
               安信证券 
                               
          ",上海市锦天城律师事务所,中汇会计师事务所（特殊普通合伙）,2022/6/24,2021/5/25
438,浙江百康光学股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001501,创业板,终止(撤回),浙江,橡胶和塑料制品业,"
               国信证券 
                               
          ",北京中银律师事务所,德勤华永会计师事务所（特殊普通合伙）,2022/6/23,2021/10/13
439,沈阳天安科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001612,创业板,终止(撤回),辽宁,专用设备制造业,"
               长江承销 
                               
          ",北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2022/6/21,2021/6/30
440,北京航天恒丰科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001564,创业板,终止(撤回),北京,化学原料和化学制品制造业,"
               中信建投 
                               
          ",北京市中伦律师事务所,立信会计师事务所（特殊普通合伙）,2022/6/17,2021/6/29
